id,dice_Necrosis,iou_Necrosis,dice_Edema,iou_Edema,dice_Enhancing,iou_Enhancing,dice_FG_mean,iou_FG_mean,volume_id
volume_44_slice_94,3.846153698224858e-08,3.846153698224858e-08,0.5893719811722561,0.4178082201749859,1.9999999600000007e-08,1.9999999600000007e-08,0.19645734654459754,0.13926942621217417,volume_44
volume_44_slice_95,1.2499998437500196e-07,1.2499998437500196e-07,0.5184210532652355,0.34991119120797304,0.21359224064473553,0.11956522696124752,0.24400447296998515,0.15649218105640164,volume_44
volume_44_slice_96,4.99999750000125e-07,4.99999750000125e-07,0.6619217085860952,0.49468085195978573,0.5679012399024538,0.3965517345422115,0.40994114949609967,0.29707769550058244,volume_44
volume_44_slice_97,1.428571224489825e-07,1.428571224489825e-07,0.7497116496543118,0.5996309970486513,0.6391752614518014,0.46969697773186403,0.46296235132107855,0.3564427058792126,volume_44
volume_44_slice_98,7.692307100591761e-08,7.692307100591761e-08,0.6935483875086715,0.5308641984961642,0.6458333370225694,0.47692308497041414,0.44646060048477065,0.3359291201298831,volume_44
volume_44_slice_99,3.3333322222225924e-07,3.3333322222225924e-07,0.6860465120842347,0.5221238948625577,0.5957446851516522,0.42424243296602376,0.4272638435230364,0.31545555372060124,volume_44
volume_44_slice_100,1.99999960000008e-07,1.99999960000008e-07,0.6943164367214801,0.5317647069840831,0.5757575821854911,0.4042553318243547,0.42335807296897715,0.31200674626946595,volume_44
volume_44_slice_101,1.0,1.0,0.765891473231176,0.6206030160286357,1.0,1.0,0.9219638244103919,0.8735343386762119,volume_44
volume_44_slice_102,1.0,1.0,0.765751212010095,0.6204188491612072,3.3333322222225924e-07,3.3333322222225924e-07,0.5885838484477725,0.5401397274981431,volume_44
volume_44_slice_103,1.0,1.0,0.5841269847871,0.41255605512879806,0.5714285790816325,0.40000001499999965,0.7185185212895776,0.6041853567095993,volume_44
volume_44_slice_104,1.0,1.0,0.4670231738555737,0.304651164407788,0.6117647104498269,0.4406779755817293,0.6929292947684669,0.5817763799965058,volume_44
volume_44_slice_105,9.99999000001e-07,9.99999000001e-07,0.4607594950360519,0.2993421075679536,0.5373134362887056,0.3673469452311536,0.3326913104412525,0.22223001759936908,volume_44
volume_44_slice_106,1.0,1.0,0.39263803867288943,0.24427481204475263,0.4313725527361271,0.2750000060416666,0.6080035304696721,0.5064249393621397,volume_44
volume_44_slice_107,1.0,1.0,0.41726618914652447,0.26363636698347104,0.5576923119452663,0.38666667484444434,0.6583195003639303,0.5501010139426384,volume_44
volume_44_slice_108,1.0,1.0,0.5675675695154614,0.3962264188916577,0.6597938179402699,0.4923077001183431,0.7424537958185771,0.6295113730033336,volume_44
volume_44_slice_109,1.0,1.0,0.6172839529797287,0.4464285763711734,0.5858585900418324,0.41428572265306113,0.7343808476738537,0.6202380996747449,volume_44
volume_44_slice_110,1.666666388888935e-07,1.666666388888935e-07,0.5316455725845217,0.3620689710166468,0.48837209897241746,0.32307693349112415,0.340005946074526,0.2283820237248033,volume_44
volume_44_slice_111,3.0303029384756685e-08,3.0303029384756685e-08,0.535519128221207,0.36567164652483847,0.28571431122448887,0.16666670138888745,0.27374448991624173,0.17744612607225174,volume_44
volume_44_slice_112,7.142856632653097e-08,7.142856632653097e-08,0.5037594003618068,0.33668342041867627,1.7857142538265312e-08,1.7857142538265312e-08,0.1679198298825052,0.11222783656812839,volume_44
volume_44_slice_113,7.142856632653097e-08,7.142856632653097e-08,0.4660194192038207,0.3037974712919938,0.5789473706371191,0.40740741179698214,0.3483222870898353,0.2370683181725141,volume_44
volume_44_slice_114,0.09523811678004485,0.050000023749999414,0.47213114927170113,0.30901287850209064,0.6029411793901384,0.43157895335180047,0.3901034818139615,0.26353061853463017,volume_44
volume_44_slice_115,0.29333334275555545,0.17187501293945293,0.4564564580887193,0.29571984709836635,0.4561403556478916,0.29545455346074373,0.4019767188307221,0.254349804499521,volume_44
volume_44_slice_116,0.12307693656804712,0.06557378581026581,0.546391753746413,0.3758865270358634,0.3931623983490393,0.2446808590991398,0.3542103628878331,0.22871372398175635,volume_44
volume_44_slice_117,3.124999902343753e-08,3.124999902343753e-08,0.5377643518496545,0.3677685976538488,0.6000000019047619,0.4285714324586977,0.3792547950014718,0.2654466871208485,volume_44
volume_44_slice_118,3.225806347554634e-08,3.225806347554634e-08,0.4452296839391177,0.286363639607438,0.6343612350909197,0.4645161324869927,0.3598636504293669,0.2502932681174981,volume_44
volume_44_slice_119,3.225806347554634e-08,3.225806347554634e-08,0.3565217419281663,0.21693122107443796,0.7091633477722575,0.5493827188309709,0.3552283739861624,0.2554379907211574,volume_44
volume_44_slice_120,3.225806347554634e-08,3.225806347554634e-08,0.37442922660077976,0.23033708297563435,0.7603305795027662,0.613333335911111,0.3782532794538698,0.2812234837149363,volume_44
volume_44_slice_121,9.090908264462886e-08,9.090908264462886e-08,0.3363636393801653,0.20218579670936723,0.8524590169981188,0.7428571446938775,0.3962742490957889,0.31501434410410917,volume_44
volume_44_slice_122,4.166666493055563e-08,4.166666493055563e-08,0.28037383513844,0.1630434828095463,0.7203791482446485,0.5629629662002743,0.33358434168325113,0.24200216355882853,volume_44
volume_44_slice_123,0.31250002148437434,0.18518521536351054,0.12807882202916837,0.068421057534626,0.6530612268499236,0.48484849005203545,0.3645466901211554,0.24615158765005732,volume_44
volume_44_slice_124,3.703703566529497e-08,3.703703566529497e-08,5.291005263010554e-09,5.291005263010554e-09,0.505747132117849,0.33846154863905314,0.16858239148196333,0.11282053032236468,volume_44
volume_44_slice_125,3.999999840000006e-08,3.999999840000006e-08,0.061135375278884824,0.031531535894002094,5.882352595155729e-08,5.882352595155729e-08,0.020378491367469723,0.010510544905842148,volume_44
volume_44_slice_126,9.99999000001e-07,9.99999000001e-07,0.06400000374399999,0.03305785523529812,2.499999375000156e-07,2.499999375000156e-07,0.02133375124764583,0.011019701744745208,volume_44
volume_44_slice_127,1.0,1.0,5.4347825791587904e-09,5.4347825791587904e-09,3.3333322222225924e-07,3.3333322222225924e-07,0.3333334462560016,0.3333334462560016,volume_44
volume_44_slice_128,1.0,1.0,5.8823529065743944e-09,5.8823529065743944e-09,3.3333322222225924e-07,3.3333322222225924e-07,0.33333344640519164,0.33333344640519164,volume_44
