volume_id,dice_Necrosis,iou_Necrosis,dice_Edema,iou_Edema,dice_Enhancing,iou_Enhancing,dice_FG_mean,iou_FG_mean
volume_73,0.9157554808767565,0.8937897260107712,0.6436644148987251,0.6022346188462933,0.8399150156945563,0.8158748856033239,0.7997783038233459,0.7706330768201295
volume_74,0.6028533031000368,0.5960133432258716,0.46068917016242916,0.41047383644572066,0.5148572697108246,0.5052400647143164,0.5261332476577635,0.5039090814619696
volume_77,0.8699012229081496,0.8448552351709854,0.6930949693570673,0.6548984425715028,0.9092811610442174,0.8839107523416482,0.8240924511031448,0.7945548100280454
volume_78,0.7671906952985249,0.7501183335905868,0.6547728523887014,0.6078278498463402,0.8148017387034292,0.7869090626640323,0.7455884287968851,0.7149517487003197
volume_79,0.7629413109848615,0.7621404454527949,0.5568369417826508,0.5374311225184338,0.8558925669492653,0.8383488355720801,0.7252236065722591,0.7126401345144363
volume_83,0.8761168487382789,0.8573126711656495,0.7511915236142015,0.7186503855945632,0.8699241774528469,0.8501647905329733,0.832410849935109,0.808709282431062
volume_91,0.7789393143043046,0.7536939459157094,0.7187358442832542,0.6559467674820724,0.878854295704582,0.8534158511038861,0.7921764847640469,0.7543521881672226
volume_94,0.9272969626891484,0.9220684792115224,0.7531115331171616,0.7274701779909388,0.9371080338834784,0.9281758429874389,0.8725055098965961,0.8592381667299668
volume_95,0.7179781842858479,0.686244724040982,0.668333422733394,0.6132044049180235,0.7901475815115927,0.7546188228223646,0.7254863961769449,0.6846893172604567
Overall_Mean,0.7801758841857062,0.7558358772816709,0.5846034034286092,0.5361923902301812,0.7929973348468169,0.76425168675218,0.7192588741537108,0.685426651421344
